0	0	0
0.01	-0.105834	-2.33001e-19
0.02	-0.147786	-3.25362e-19
0.03	-0.180621	-3.97651e-19
0.04	-0.208384	-4.58774e-19
0.05	-0.232836	-5.12608e-19
0.06	-0.254908	-5.612e-19
0.07	-0.275156	-6.05778e-19
0.08	-0.293947	-6.47148e-19
0.09	-0.311519	-6.85834e-19
0.1	-0.328106	-7.22352e-19
0.11	-0.343829	-7.56966e-19
0.12	-0.358795	-7.89916e-19
0.13	-0.373091	-8.21391e-19
0.14	-0.386788	-8.51544e-19
0.15	-0.399941	-8.80501e-19
0.16	-0.412598	-9.08367e-19
0.17	-0.4248	-9.3523e-19
0.18	-0.43658	-9.61166e-19
0.19	-0.447968	-9.86238e-19
0.2	-0.458989	-1.0105e-18
0.21	-0.469666	-1.03401e-18
0.22	-0.480017	-1.0568e-18
0.23	-0.490061	-1.07891e-18
0.24	-0.499811	-1.10037e-18
0.25	-0.509283	-1.12123e-18
0.26	-0.518487	-1.14149e-18
0.27	-0.527435	-1.16119e-18
0.28	-0.536138	-1.18035e-18
0.29	-0.544603	-1.19899e-18
0.3	-0.55284	-1.21712e-18
0.31	-0.560856	-1.23477e-18
0.32	-0.568657	-1.25194e-18
0.33	-0.576251	-1.26866e-18
0.34	-0.583642	-1.28493e-18
0.35	-0.590837	-1.30077e-18
0.36	-0.59784	-1.31619e-18
0.37	-0.604657	-1.3312e-18
0.38	-0.61129	-1.3458e-18
0.39	-0.617746	-1.36002e-18
0.4	-0.624027	-1.37384e-18
0.41	-0.630137	-1.3873e-18
0.42	-0.636079	-1.40038e-18
0.43	-0.641857	-1.4131e-18
0.44	-0.647473	-1.42546e-18
0.45	-0.652932	-1.43748e-18
0.46	-0.658234	-1.44915e-18
0.47	-0.663383	-1.46049e-18
0.48	-0.668382	-1.4715e-18
0.49	-0.673232	-1.48217e-18
0.5	-0.677936	-1.49253e-18
0.51	-0.682497	-1.50257e-18
0.52	-0.686916	-1.5123e-18
0.53	-0.691195	-1.52172e-18
0.54	-0.695336	-1.53084e-18
0.55	-0.699342	-1.53966e-18
0.56	-0.703213	-1.54818e-18
0.57	-0.706953	-1.55641e-18
0.58	-0.710562	-1.56436e-18
0.59	-0.714042	-1.57202e-18
0.6	-0.717395	-1.5794e-18
0.61	-0.720623	-1.58651e-18
0.62	-0.723727	-1.59334e-18
0.63	-0.726708	-1.59991e-18
0.64	-0.729568	-1.6062e-18
0.65	-0.732309	-1.61224e-18
0.66	-0.734933	-1.61801e-18
0.67	-0.737439	-1.62353e-18
0.68	-0.739831	-1.6288e-18
0.69	-0.742109	-1.63381e-18
0.7	-0.744275	-1.63858e-18
0.71	-0.74633	-1.6431e-18
0.72	-0.748275	-1.64739e-18
0.73	-0.750112	-1.65143e-18
0.74	-0.751843	-1.65524e-18
0.75	-0.753467	-1.65882e-18
0.76	-0.754988	-1.66217e-18
0.77	-0.756405	-1.66529e-18
0.78	-0.757721	-1.66818e-18
0.79	-0.758937	-1.67086e-18
0.8	-0.760053	-1.67332e-18
0.81	-0.761072	-1.67556e-18
0.82	-0.761994	-1.67759e-18
0.83	-0.76282	-1.67941e-18
0.84	-0.763553	-1.68102e-18
0.85	-0.764192	-1.68243e-18
0.86	-0.76474	-1.68364e-18
0.87	-0.765198	-1.68464e-18
0.88	-0.765566	-1.68546e-18
0.89	-0.765847	-1.68607e-18
0.9	-0.766041	-1.6865e-18
0.91	-0.766149	-1.68674e-18
0.92	-0.766173	-1.68679e-18
0.93	-0.766113	-1.68666e-18
0.94	-0.765972	-1.68635e-18
0.95	-0.76575	-1.68586e-18
0.96	-0.765449	-1.6852e-18
0.97	-0.765069	-1.68436e-18
0.98	-0.764613	-1.68336e-18
0.99	-0.76408	-1.68218e-18
1	-0.763472	-1.68085e-18
1.01	-0.762791	-1.67935e-18
1.02	-0.762037	-1.67769e-18
1.03	-0.761212	-1.67587e-18
1.04	-0.760317	-1.6739e-18
1.05	-0.759354	-1.67178e-18
1.06	-0.758322	-1.66951e-18
1.07	-0.757223	-1.66709e-18
1.08	-0.75606	-1.66453e-18
1.09	-0.754831	-1.66182e-18
1.1	-0.75354	-1.65898e-18
1.11	-0.752186	-1.656e-18
1.12	-0.750772	-1.65288e-18
1.13	-0.749298	-1.64964e-18
1.14	-0.747765	-1.64626e-18
1.15	-0.746174	-1.64276e-18
1.16	-0.744527	-1.63914e-18
1.17	-0.742825	-1.63539e-18
1.18	-0.741068	-1.63152e-18
1.19	-0.739258	-1.62754e-18
1.2	-0.737396	-1.62344e-18
1.21	-0.735483	-1.61922e-18
1.22	-0.73352	-1.6149e-18
1.23	-0.731507	-1.61047e-18
1.24	-0.729448	-1.60594e-18
1.25	-0.727341	-1.6013e-18
1.26	-0.725189	-1.59656e-18
1.27	-0.722991	-1.59172e-18
1.28	-0.720751	-1.58679e-18
1.29	-0.718467	-1.58176e-18
1.3	-0.716142	-1.57664e-18
1.31	-0.713776	-1.57144e-18
1.32	-0.711371	-1.56614e-18
1.33	-0.708926	-1.56076e-18
1.34	-0.706445	-1.55529e-18
1.35	-0.703926	-1.54975e-18
1.36	-0.701372	-1.54413e-18
1.37	-0.698783	-1.53843e-18
1.38	-0.69616	-1.53265e-18
1.39	-0.693504	-1.52681e-18
1.4	-0.690817	-1.52089e-18
1.41	-0.688098	-1.5149e-18
1.42	-0.685349	-1.50885e-18
1.43	-0.682571	-1.50273e-18
1.44	-0.679765	-1.49656e-18
1.45	-0.676931	-1.49032e-18
1.46	-0.67407	-1.48402e-18
1.47	-0.671184	-1.47767e-18
1.48	-0.668274	-1.47126e-18
1.49	-0.665339	-1.4648e-18
1.5	-0.662381	-1.45828e-18
1.51	-0.6594	-1.45172e-18
1.52	-0.656399	-1.44511e-18
1.53	-0.653376	-1.43846e-18
1.54	-0.650334	-1.43176e-18
1.55	-0.647272	-1.42502e-18
1.56	-0.644192	-1.41824e-18
1.57	-0.641095	-1.41142e-18
1.58	-0.637981	-1.40457e-18
1.59	-0.634851	-1.39767e-18
1.6	-0.631705	-1.39075e-18
1.61	-0.628545	-1.38379e-18
1.62	-0.625371	-1.3768e-18
1.63	-0.622184	-1.36979e-18
1.64	-0.618985	-1.36274e-18
1.65	-0.615773	-1.35567e-18
1.66	-0.612551	-1.34858e-18
1.67	-0.609318	-1.34146e-18
1.68	-0.606076	-1.33432e-18
1.69	-0.602824	-1.32717e-18
1.7	-0.599564	-1.31999e-18
1.71	-0.596296	-1.31279e-18
1.72	-0.593021	-1.30558e-18
1.73	-0.589739	-1.29836e-18
1.74	-0.586451	-1.29112e-18
1.75	-0.583158	-1.28387e-18
1.76	-0.57986	-1.27661e-18
1.77	-0.576558	-1.26934e-18
1.78	-0.573251	-1.26206e-18
1.79	-0.569942	-1.25477e-18
1.8	-0.56663	-1.24748e-18
1.81	-0.563316	-1.24019e-18
1.82	-0.56	-1.23289e-18
1.83	-0.556684	-1.22558e-18
1.84	-0.553366	-1.21828e-18
1.85	-0.550049	-1.21098e-18
1.86	-0.546732	-1.20367e-18
1.87	-0.543415	-1.19637e-18
1.88	-0.540101	-1.18907e-18
1.89	-0.536787	-1.18178e-18
1.9	-0.533476	-1.17449e-18
1.91	-0.530168	-1.16721e-18
1.92	-0.526863	-1.15993e-18
1.93	-0.523561	-1.15266e-18
1.94	-0.520263	-1.1454e-18
1.95	-0.516969	-1.13815e-18
1.96	-0.51368	-1.13091e-18
1.97	-0.510396	-1.12368e-18
1.98	-0.507118	-1.11646e-18
1.99	-0.503845	-1.10925e-18
2	-0.500578	-1.10206e-18
2.01	-0.497318	-1.09489e-18
2.02	-0.494064	-1.08772e-18
2.03	-0.490818	-1.08058e-18
2.04	-0.487579	-1.07344e-18
2.05	-0.484348	-1.06633e-18
2.06	-0.481125	-1.05924e-18
2.07	-0.477911	-1.05216e-18
2.08	-0.474705	-1.0451e-18
2.09	-0.471508	-1.03806e-18
2.1	-0.46832	-1.03104e-18
2.11	-0.465142	-1.02405e-18
2.12	-0.461973	-1.01707e-18
2.13	-0.458814	-1.01012e-18
2.14	-0.455666	-1.00319e-18
2.15	-0.452528	-9.96277e-19
2.16	-0.449401	-9.89392e-19
2.17	-0.446285	-9.82532e-19
2.18	-0.44318	-9.75695e-19
2.19	-0.440086	-9.68884e-19
2.2	-0.437004	-9.62098e-19
2.21	-0.433933	-9.55338e-19
2.22	-0.430875	-9.48605e-19
2.23	-0.427828	-9.41898e-19
2.24	-0.424794	-9.35218e-19
2.25	-0.421772	-9.28566e-19
2.26	-0.418763	-9.21941e-19
2.27	-0.415767	-9.15345e-19
2.28	-0.412784	-9.08777e-19
2.29	-0.409814	-9.02238e-19
2.3	-0.406857	-8.95728e-19
2.31	-0.403913	-8.89247e-19
2.32	-0.400983	-8.82797e-19
2.33	-0.398067	-8.76376e-19
2.34	-0.395164	-8.69985e-19
2.35	-0.392275	-8.63626e-19
2.36	-0.389401	-8.57296e-19
2.37	-0.38654	-8.50998e-19
2.38	-0.383693	-8.44731e-19
2.39	-0.380861	-8.38496e-19
2.4	-0.378043	-8.32292e-19
2.41	-0.37524	-8.2612e-19
2.42	-0.372451	-8.1998e-19
2.43	-0.369676	-8.13872e-19
2.44	-0.366917	-8.07796e-19
2.45	-0.364172	-8.01753e-19
2.46	-0.361442	-7.95743e-19
2.47	-0.358727	-7.89765e-19
2.48	-0.356026	-7.8382e-19
2.49	-0.353341	-7.77909e-19
2.5	-0.350671	-7.7203e-19
2.51	-0.348016	-7.66184e-19
2.52	-0.345376	-7.60372e-19
2.53	-0.342751	-7.54593e-19
2.54	-0.340141	-7.48848e-19
2.55	-0.337547	-7.43136e-19
2.56	-0.334967	-7.37457e-19
2.57	-0.332403	-7.31813e-19
2.58	-0.329855	-7.26201e-19
2.59	-0.327321	-7.20624e-19
2.6	-0.324803	-7.1508e-19
2.61	-0.3223	-7.0957e-19
2.62	-0.319813	-7.04094e-19
2.63	-0.317341	-6.98652e-19
2.64	-0.314884	-6.93243e-19
2.65	-0.312443	-6.87868e-19
2.66	-0.310017	-6.82527e-19
2.67	-0.307606	-6.77219e-19
2.68	-0.305211	-6.71946e-19
2.69	-0.302831	-6.66706e-19
2.7	-0.300466	-6.61499e-19
2.71	-0.298116	-6.56327e-19
2.72	-0.295782	-6.51188e-19
2.73	-0.293463	-6.46082e-19
2.74	-0.291159	-6.4101e-19
2.75	-0.288871	-6.35972e-19
2.76	-0.286597	-6.30967e-19
2.77	-0.284339	-6.25995e-19
2.78	-0.282096	-6.21056e-19
2.79	-0.279868	-6.16151e-19
2.8	-0.277655	-6.11279e-19
2.81	-0.275457	-6.0644e-19
2.82	-0.273273	-6.01633e-19
2.83	-0.271105	-5.9686e-19
2.84	-0.268952	-5.92119e-19
2.85	-0.266814	-5.87412e-19
2.86	-0.26469	-5.82736e-19
2.87	-0.262581	-5.78093e-19
2.88	-0.260487	-5.73483e-19
2.89	-0.258408	-5.68905e-19
2.9	-0.256343	-5.64359e-19
2.91	-0.254292	-5.59845e-19
2.92	-0.252257	-5.55363e-19
2.93	-0.250235	-5.50913e-19
2.94	-0.248228	-5.46494e-19
2.95	-0.246236	-5.42107e-19
2.96	-0.244257	-5.37752e-19
2.97	-0.242293	-5.33428e-19
2.98	-0.240343	-5.29135e-19
2.99	-0.238408	-5.24873e-19
3	-0.236486	-5.20642e-19
3.01	-0.234578	-5.16442e-19
3.02	-0.232684	-5.12273e-19
3.03	-0.230804	-5.08134e-19
3.04	-0.228938	-5.04025e-19
3.05	-0.227086	-4.99947e-19
3.06	-0.225247	-4.95899e-19
3.07	-0.223422	-4.91881e-19
3.08	-0.22161	-4.87892e-19
3.09	-0.219812	-4.83934e-19
3.1	-0.218027	-4.80004e-19
3.11	-0.216256	-4.76105e-19
3.12	-0.214498	-4.72234e-19
3.13	-0.212753	-4.68392e-19
3.14	-0.211021	-4.6458e-19
3.15	-0.209302	-4.60796e-19
3.16	-0.207597	-4.5704e-19
3.17	-0.205904	-4.53313e-19
3.18	-0.204224	-4.49615e-19
3.19	-0.202556	-4.45944e-19
3.2	-0.200902	-4.42302e-19
3.21	-0.19926	-4.38687e-19
3.22	-0.197631	-4.351e-19
3.23	-0.196014	-4.3154e-19
3.24	-0.194409	-4.28008e-19
3.25	-0.192817	-4.24503e-19
3.26	-0.191238	-4.21025e-19
3.27	-0.18967	-4.17574e-19
3.28	-0.188114	-4.14149e-19
3.29	-0.186571	-4.10751e-19
3.3	-0.185039	-4.07379e-19
3.31	-0.18352	-4.04034e-19
3.32	-0.182012	-4.00714e-19
3.33	-0.180516	-3.97421e-19
