-9.999998843594126718e-01 2.967707928803122274e-07
-9.999993906966837542e-01 6.908266104883359717e-07
-9.999985025597459831e-01 1.085465122807474317e-06
-9.999972197516867611e-01 1.480154029768757607e-06
-9.999955422488497891e-01 1.874852477931166952e-06
-9.999934700461273751e-01 2.269553200504491452e-06
-9.999910031424144030e-01 2.664254217107873770e-06
-9.999881415378992777e-01 3.058954713095036040e-06
-9.999848852333428351e-01 3.453654285251053516e-06
-9.999812342298390888e-01 3.848352563421446589e-06
-9.999771885287214168e-01 4.243049438412768313e-06
-9.999727481315230371e-01 4.637744673356813721e-06
-9.999679130399563576e-01 5.032438122173531104e-06
-9.999626832559037615e-01 5.427129608865630330e-06
-9.999570587814119449e-01 5.821818991049464886e-06
-9.999510396186888084e-01 6.216506077291317952e-06
-9.999446257701014584e-01 6.611190649515865697e-06
-9.999378172381749863e-01 7.005872719566406647e-06
-9.999306140255923570e-01 7.400551965829590056e-06
-9.999230161351928547e-01 7.795228342170679709e-06
-9.999150235699728606e-01 8.189901606610512798e-06
-9.999066363330851859e-01 8.584571639918080454e-06
-9.998978544278385172e-01 8.979238270781191017e-06
-9.998886778576976386e-01 9.373901382735648412e-06
-9.998791066262836535e-01 9.768560815509430816e-06
-9.998691407373737627e-01 1.016321636677458349e-05
-9.998587801949005982e-01 1.055786788006112583e-05
-9.998480250029528893e-01 1.095251529286148391e-05
-9.998368751657756848e-01 1.134715834622014879e-05
-9.998253306877691315e-01 1.174179691019211891e-05
-9.998133915734895849e-01 1.213643085364918762e-05
-9.998010578276494975e-01 1.253105999814603115e-05
-9.997883294551164202e-01 1.292568420773894536e-05
-9.997752064609142231e-01 1.332030331703432541e-05
-9.997616888502225407e-01 1.371491717199365975e-05
-9.997477766283766609e-01 1.410952560575946223e-05
-9.997334698008677467e-01 1.450412846093436806e-05
-9.997187683733426145e-01 1.489872561195921740e-05
-9.997036723516038448e-01 1.529331686528496756e-05
-9.996881817416098936e-01 1.568790209240423518e-05
-9.996722965494747593e-01 1.608248113526890039e-05
-9.996560167814686482e-01 1.647705381459277794e-05
-9.996393424440168651e-01 1.687161999599567639e-05
-9.996222735437010343e-01 1.726617951631440485e-05
-9.996048100872582109e-01 1.766073221698656059e-05
-9.995869520815812148e-01 1.805527796097780832e-05
-9.995686995337189629e-01 1.844981656399407362e-05
-9.995500524508753593e-01 1.884434788894170519e-05
-9.995310108404106275e-01 1.923887179233510391e-05
-9.995115747098407555e-01 1.963338808118571726e-05
-9.994917440668371622e-01 2.002789661627155424e-05
-9.994715189192268090e-01 2.042239725815550119e-05
-9.994508992749929766e-01 2.081688984004435329e-05
-9.994298851422742658e-01 2.121137420689000349e-05
-9.994084765293649308e-01 2.160585019360281318e-05
-9.993866734447152123e-01 2.200031767451609001e-05
-9.993644758969307818e-01 2.239477644841715058e-05
-9.993418838947730753e-01 2.278922638377884420e-05
-9.993188974471594044e-01 2.318366733115908023e-05
-9.992955165631625114e-01 2.357809912612252929e-05
-9.992717412520109033e-01 2.397252161615289970e-05
-9.992475715230890732e-01 2.436693463828357994e-05
-9.992230073859365014e-01 2.476133805284683640e-05
-9.991980488502492097e-01 2.515573168746186233e-05
-9.991726959258782070e-01 2.555011539288796444e-05
-9.991469486228305996e-01 2.594448900812485042e-05
-9.991208069512684808e-01 2.633885239829079049e-05
-9.990942709215108186e-01 2.673320537446774041e-05
-9.990673405440309018e-01 2.712754781818628406e-05
-9.990400158294590049e-01 2.752187952962854720e-05
