0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
18749	0
-3.18055e-16	0
-3.18055e-16	0
7.0679e-16	0
-8.83487e-16	0
-3.88734e-16	0
3749	8.03527e-30
6.00771e-16	0
-8.39313e-16	0
7.50964e-16	0
-3.18055e-16	0
6.7145e-16	0
-1251	-4.90434e-33
6.00771e-16	0
-2.56211e-16	0
7.0679e-16	0
-8.39313e-16	0
6.36111e-16	1.76697e-17
3749	8.03527e-30
-1.41358e-16	-1.76697e-17
-8.48148e-16	0
7.42129e-16	0
-2.82716e-16	0
-1.41358e-16	0
18749	0
4686.5	0
-3.18055e-16	0
-3.4456e-16	0
7.33295e-16	0
-8.83487e-16	-1.76697e-17
-2.82716e-16	0
936.5	8.03527e-30
6.00771e-16	1.76697e-17
-9.54166e-16	0
7.33295e-16	0
-3.88734e-16	0
6.7145e-16	0
-313.5	0
5.65432e-16	1.76697e-17
-3.18055e-16	0
7.0679e-16	0
-9.54166e-16	0
4.94753e-16	1.76697e-17
936.5	8.03527e-30
-2.12037e-16	0
-8.48148e-16	1.76697e-17
6.80285e-16	0
-3.18055e-16	0
-2.12037e-16	1.76697e-17
4686.5	0
2082.33	4.01764e-30
-3.88734e-16	0
-2.38542e-16	0
6.36111e-16	0
-7.42129e-16	-1.76697e-17
-3.53395e-16	1.76697e-17
415.667	8.03527e-30
7.0679e-16	1.76697e-17
-8.56983e-16	0
7.15625e-16	0
-2.82716e-16	0
7.42129e-16	-1.76697e-17
-139.889	0
6.00771e-16	0
-2.82716e-16	0
6.36111e-16	0
-8.74653e-16	0
6.00771e-16	-1.76697e-17
415.667	0
-1.76697e-16	0
-7.42129e-16	0
6.80285e-16	0
-2.56211e-16	0
-2.47376e-16	-1.76697e-17
2082.33	0
1170.88	0
-2.82716e-16	1.76697e-17
-3.4456e-16	0
6.62616e-16	0
-9.18827e-16	0
-2.47376e-16	0
233.376	0
6.00771e-16	1.76697e-17
-8.03974e-16	0
6.09606e-16	0
-2.91551e-16	0
6.7145e-16	0
-79.1245	0
6.7145e-16	-1.76697e-17
-2.47376e-16	0
6.44946e-16	0
-7.77469e-16	0
6.00771e-16	1.76697e-17
233.376	0
-2.47376e-16	0
-8.83487e-16	0
6.36111e-16	0
-2.82716e-16	0
-2.47376e-16	0
1170.88	-4.01764e-30
749.001	0
-2.82716e-16	-1.76697e-17
-3.2689e-16	0
8.03974e-16	0
-1.02485e-15	0
-2.47376e-16	0
149.001	0
5.65432e-16	-1.76697e-17
-9.18827e-16	0
7.42129e-16	0
