-9.999971112980755583e-01 7.413338282814252332e-06
-9.999847796329174310e-01 1.725676979860235014e-05
-9.999625941483603064e-01 2.711460652925496692e-05
-9.999305501355009174e-01 3.697344204274515412e-05
-9.998886473067012393e-01 4.683216704873365270e-05
-9.998368859309700873e-01 5.669050651092285225e-05
-9.997752664706338610e-01 6.654831593492926023e-05
-9.997037895136229313e-01 7.640548208189785009e-05
-9.996224557554705958e-01 8.626190132741017502e-05
-9.995312659933239807e-01 9.611747354803963628e-05
-9.994302211236081313e-01 1.059721000976496458e-04
-9.993193221410008320e-01 1.158256830367397812e-04
-9.991985701379368923e-01 1.256781247649835806e-04
-9.990679663043476877e-01 1.355293278600432148e-04
-9.989275119275131676e-01 1.453791950364445736e-04
-9.987772083919714827e-01 1.552276290714179458e-04
-9.986170571794588113e-01 1.650745327933559551e-04
-9.984470598688657272e-01 1.749198090474132349e-04
-9.982672181362038932e-01 1.847633607464784042e-04
-9.980775337545767512e-01 1.946050908052154090e-04
-9.978780085941545419e-01 2.044449021689836933e-04
-9.976686446221499915e-01 2.142826978045946171e-04
-9.974494439027949966e-01 2.241183807044540299e-04
-9.972204085973179755e-01 2.339518538828507758e-04
-9.969815409639195547e-01 2.437830203816947791e-04
-9.967328433577502533e-01 2.536117832711655331e-04
-9.964743182308847258e-01 2.634380456252908794e-04
-9.962059681322978921e-01 2.732617105677657716e-04
-9.959277957078385146e-01 2.830826812324460889e-04
-9.956398037002027746e-01 2.929008607838957858e-04
-9.953419949489070717e-01 3.027161524192607724e-04
-9.950343723902593807e-01 3.125284593609715836e-04
-9.947169390573304959e-01 3.223376848626201881e-04
-9.943896980799236118e-01 3.321437322010973008e-04
-9.940526526845432365e-01 3.419465046964327397e-04
-9.937058061943637721e-01 3.517459056913884103e-04
-9.933491620291958757e-01 3.615418385702151116e-04
-9.929827237054533740e-01 3.713342067471822193e-04
-9.926064948361181806e-01 3.811229136704556600e-04
-9.922204791307052130e-01 3.909078628214756874e-04
-9.918246803952242008e-01 4.006889577255967551e-04
-9.914191025321440476e-01 4.104661019482519339e-04
-9.910037495403529739e-01 4.202391990866239085e-04
-9.905786255151199926e-01 4.300081527779136994e-04
-9.901437346480534973e-01 4.397728667027447328e-04
-9.896990812270607396e-01 4.495332445874097946e-04
-9.892446696363055292e-01 4.592891901940092370e-04
-9.887805043561643803e-01 4.690406073276936105e-04
-9.883065899631826579e-01 4.787873998529064228e-04
-9.878229311300296134e-01 4.885294716617310726e-04
-9.873295326254520887e-01 4.982667266985863191e-04
-9.868263993142278867e-01 5.079990689575087292e-04
-9.863135361571166992e-01 5.177264024834539371e-04
-9.857909482108129229e-01 5.274486313626124958e-04
-9.852586406278939224e-01 5.371656597417647297e-04
-9.847166186567708479e-01 5.468773918069742097e-04
-9.841648876416355662e-01 5.565837318084073098e-04
-9.836034530224091466e-01 5.662845840420794707e-04
-9.830323203346869043e-01 5.759798528640252884e-04
-9.824514952096854437e-01 5.856694426759551705e-04
-9.818609833741858139e-01 5.953532579427118577e-04
-9.812607906504773325e-01 6.050312031841549544e-04
-9.806509229563004082e-01 6.147031829789975947e-04
-9.800313863047881435e-01 6.243691019674000708e-04
-9.794021868044071599e-01 6.340288648369011171e-04
-9.787633306588968685e-01 6.436823763553720188e-04
-9.781148241672088517e-01 6.533295413371882025e-04
-9.774566737234449132e-01 6.629702646584002606e-04
-9.767888858167927957e-01 6.726044512744033029e-04
-9.761114670314637864e-01 6.822320061884598564e-04
-9.754244240466268812e-01 6.918528344735468648e-04
-9.747277636363429476e-01 7.014668412780596758e-04
-9.740214926694985564e-01 7.110739318034349759e-04
-9.733056181097373694e-01 7.206740113288616009e-04
-9.725801470153923045e-01 7.302669852004266965e-04
-9.718450865394150373e-01 7.398527588345127403e-04
-9.711004439293062784e-01 7.494312377187010077e-04
-9.703462265270447196e-01 7.590023274063769070e-04
-9.695824417690127595e-01 7.685659335350373839e-04
-9.688090971859251166e-01 7.781219618073995656e-04
-9.680262004027535561e-01 7.876703180071355703e-04
-9.672337591386525046e-01 7.972109079833852212e-04
-9.664317812068816682e-01 8.067436376744691745e-04
-9.656202745147303146e-01 8.162684130863772638e-04
-9.647992470634385587e-01 8.257851403104225644e-04
-9.639687069481188697e-01 8.352937255105453854e-04
-9.631286623576755801e-01 8.447940749387733428e-04
-9.622791215747252824e-01 8.542860949202645731e-04
-9.614200929755138958e-01 8.637696918693972938e-04
-9.605515850298351754e-01 8.732447722777245342e-04
-9.596736063009463358e-01 8.827112427253687747e-04
-9.587861654454841176e-01 8.921690098745651979e-04
-9.578892712133795229e-01 9.016179804759892006e-04
