-2	1.93522e-13	1.35672e-13	5.58574e-26	0.611442
-1	0.0539487	0.0650006	0.00713554	0.878045
0	-5.43796e-14	-7.81995e-14	9.0723e-27	-2.17842
1	-0.0539487	-0.0650006	0.00713554	-2.26355
2	1.93542e-13	1.35683e-13	5.58683e-26	0.611431
